jahr,krankenkasse_x,quartal,mitglieder,versicherte,zusatzbeitrag,kasse_clean,krankenkasse_y,marktanteil versicherte,marktanteil mitglieder,insured_lag,churn_rate,zusatzbeitrag_lag,treatment_flag,morbidity_index,Mitglied/Kunde einer Krankenkasse/Krankenversicherung,zusatzbeitrag_avg,propensity_score,treatment
2024,BKK MAHLE,4,11262,14823,3.25,bkk mahle,BKK MAHLE,0.0001998070231878,0.0001930401539495,14743.0,-0.005426304008682,2.2,True,0.86,,2.0202699530516433,0.004808345469078522,1
2025,BKK MAHLE,1,11262,14823,4.2,bkk mahle,BKK MAHLE,0.0002015502945022,0.0001939115839,14823.0,0.0,3.25,True,0.8368231413554968,,2.9382978723404256,0.0016335823931812102,1
2017,BKK MEM,1,1944,2203,0.6,bkk mem,BKK MEM,3.090310513562163e-05,3.50431845167268e-05,2208.0,0.0022644927536231,0.3,True,1.075744296659926,,1.0274342306083823,0.08135270084351136,1
2016,BKK Merck,1,21360,29269,1.45,bkk merck,BKK Merck,0.0004193615297626,0.0003965151052933,29162.0,-0.0036691584939304,0.9,True,0.8366514262089825,,0.964970617772008,0.03789194562699153,1
2017,BKK Merck,1,22053,30189,1.7,bkk merck,BKK Merck,0.000425434610122,0.0004011778338456,29993.0,-0.0065348581335644,1.45,True,0.8382835766893809,,1.0274342306083823,0.028593945722522714,1
2024,BKK Merck,3,25107,33969,1.4,bkk merck,BKK Merck,0.0004589665373408,0.0004331008790357,33760.0,-0.0061907582938388,1.1,True,0.84,,1.7955281690140843,0.03990102337925048,1
2024,BKK Merck,4,25467,34104,2.4,bkk merck,BKK Merck,0.0004589665373408,0.0004331008790357,33969.0,-0.00397421178133,1.4,True,0.84,,2.0202699530516433,0.012879179810571363,1
2025,BKK Merck,1,25328,34084,3.2,bkk merck,BKK Merck,0.000462610856161,0.0004353132751097,34104.0,0.0005864414731409,2.4,True,0.8397018026556528,,2.9382978723404256,0.005138834894123051,1
2016,BKK Miele,1,24608,34081,0.9,bkk miele,BKK Miele,0.0004848894150251,0.0004543508877545,33981.0,-0.0029428209881992,0.4,True,0.8578149951923061,,0.964970617772008,0.06816859874320888,1
2017,BKK Miele,1,25124,34575,1.1,bkk miele,BKK Miele,0.0004867099352236,0.0004567859293172,34496.0,-0.002290120593692,0.9,True,0.8617635700555516,,1.0274342306083823,0.05467736878726901,1
2021,BKK Miele,1,26975,36351,1.3,bkk miele,BKK Miele,0.0005025308445475,0.0004773708067465,36344.0,-0.0001926040061633,1.0,True,0.88,,1.2246601941747572,0.0432547566030249,1
2023,BKK Miele,1,27854,37242,1.4,bkk miele,BKK Miele,0.0005062407116245,0.0004836646964192,37102.0,-0.0037733814888685,1.3,True,0.9,,1.4433272837265578,0.038128700075218645,1
2025,BKK Miele,1,28518,37803,2.8,bkk miele,BKK Miele,0.000513548191011,0.0004913514064095,37729.0,-0.0019613559861114,1.2,True,0.9179723992032622,,2.9382978723404256,0.0076618663377754125,1
2023,BKK PFAFF,1,35471,45599,0.8,bkk pfaff,BKK PFAFF,0.0006232303079167,0.0006203495367658,45413.0,-0.0040957435095677,0.4,True,0.9,,1.4433272837265578,0.07339210449897128,1
2024,BKK PFAFF,1,35924,45844,1.4,bkk pfaff,BKK PFAFF,0.0005972660423807,0.0005956776798757,45954.0,0.0023936980458719,0.8,True,0.91,,1.6360739436619718,0.037736066028461544,1
2024,BKK PFAFF,3,34738,44342,1.8,bkk pfaff,BKK PFAFF,0.0005972660423807,0.0005956776798757,44604.0,0.0058739126535736,1.4,True,0.91,,1.7955281690140843,0.024089536696165977,1
2025,BKK PFAFF,1,33486,42472,2.78,bkk pfaff,BKK PFAFF,0.0005656193571597,0.0005698012821221,43076.0,0.0140217290370507,1.8,True,0.9131792456754156,,2.9382978723404256,0.007854286265461778,1
2016,BKK Pfalz,1,164681,213192,1.393878343543905,bkk pfalz,BKK Pfalz,0.002876650170472,0.0027301084985752,216965.0,0.0173899015970317,1.183861956869293,True,0.7758716493797849,,0.964970617772008,0.03962579825929343,1
2017,BKK Pfalz,1,144118,196092,1.42835927683496,bkk pfalz,BKK Pfalz,0.0026875642591093,0.002551440061176,198937.0,0.0143010098674454,1.393878343543905,True,0.7958887906869777,,1.0274342306083823,0.037799886961380647,1
2023,BKK Pfalz,1,124025,163559,1.55,bkk pfalz,BKK Pfalz,0.0022070174808117,0.002140161787636,163700.0,0.0008613317043372,1.4,True,0.91,BKK Pfalz,1.4433272837265578,0.03067017531417926,1
2024,BKK Pfalz,1,123101,160846,1.98,bkk pfalz,BKK Pfalz,0.002124725661676,0.0020716044144648,161983.0,0.0070192551070174,1.55,True,0.92,BKK Pfalz,1.6360739436619718,0.018733176433597048,1
2024,BKK Pfalz,3,120271,157172,2.38,bkk pfalz,BKK Pfalz,0.002124725661676,0.0020716044144648,158787.0,0.0101708578158161,1.98,True,0.92,BKK Pfalz,1.7955281690140843,0.011881402805948802,1
2024,BKK Pfalz,4,119306,154925,3.9,bkk pfalz,BKK Pfalz,0.002124725661676,0.0020716044144648,157172.0,0.0142964395693889,2.38,True,0.92,BKK Pfalz,2.0202699530516433,0.0020637855821216138,1
2016,BKK ProVita,1,88681,118727,0.9,bkk provita,BKK ProVita,0.0016982631836128,0.0016472595993278,118684.0,-0.0003623066293687,0.6771889664644615,True,0.8480673339456243,,0.964970617772008,0.0667900212394081,1
2017,BKK ProVita,1,90735,120623,1.3,bkk provita,BKK ProVita,0.0016788544955459,0.0016298682360865,120778.0,0.0012833463047906,0.9,True,0.8621560877704627,,1.0274342306083823,0.04261407092416549,1
2023,BKK ProVita,1,97303,124827,1.49,bkk provita,BKK ProVita,0.0016856428420442,0.0016793326802886,124989.0,0.0012961140580371,1.3,True,0.92,BKK ProVita,1.4433272837265578,0.03298837259250315,1
2025,BKK ProVita,1,95602,121345,2.89,bkk provita,BKK ProVita,0.0016257936227389,0.0016274703023298,122108.0,0.0062485668424673,1.49,True,0.9321939478593052,,2.9382978723404256,0.006637956466107605,1
2018,BKK Public,1,3308,4479,1.0,bkk public,BKK Public,6.37944502731047e-05,6.084141799168695e-05,4464.0,-0.0033602150537634,0.9,True,1.033542386621229,,1.0326379835663764,0.05438010899378246,1
2019,BKK Public,1,3504,4668,1.1,bkk public,BKK Public,6.53049389207365e-05,6.294604698170556e-05,4654.0,-0.0030081650193382,1.0,True,1.052885562977734,,0.9993577981651376,0.048033843731834586,1
2022,BKK Public,1,3750,4912,1.3,bkk public,BKK Public,6.810704935495062e-05,6.629641472919763e-05,4954.0,0.0084779975777149,1.1,True,1.054206088888552,,1.2747422680412372,0.03844077230019454,1
2023,BKK Public,1,3816,4989,1.5,bkk public,BKK Public,6.823828080937329e-05,6.675949865806057e-05,4969.0,-0.0040249547192594,1.3,True,1.05,,1.4433272837265578,0.03083141674615567,1
2025,BKK Public,1,4259,5485,2.3,bkk public,BKK Public,7.701169906250817e-05,7.474712806762409e-05,5302.0,-0.0345152772538664,1.2,True,1.05234273624437,,2.9382978723404256,0.012412029318447558,1
2016,BKK PwC,1,14327,21294,0.99,bkk pwc,BKK PwC,0.0003092498431769,0.0002712286157266,21014.0,-0.0133244503664223,0.69,True,0.610606956120457,,0.964970617772008,0.07413001259780383,1
2021,BKK PwC,1,18117,26347,1.26,bkk pwc,BKK PwC,0.0003673118120689,0.0003235640255417,26133.0,-0.0081888799602035,0.98,True,0.66,,1.2246601941747572,0.0532799202682642,1
2022,BKK PwC,1,18860,27260,1.48,bkk pwc,BKK PwC,0.0003761621564815,0.0003331067288686,26969.0,-0.0107901664874485,1.26,True,0.6741114592993079,,1.2747422680412372,0.04135034054073794,1
2025,BKK PwC,1,20188,28786,2.08,bkk pwc,BKK PwC,0.0003929262275931,0.0003504878991507,28715.0,-0.0024725753090719,1.48,True,0.6574226419948858,,2.9382978723404256,0.02132525475394057,1
2018,BKK Rieker.RICOSTA.Weisser,1,2403,3111,0.7,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.295003289079979e-05,4.268166259229356e-05,3073.0,-0.0123657663520989,0.5,True,0.9317431362213598,,1.0326379835663764,0.08094548775720088,1
2020,BKK Rieker.RICOSTA.Weisser,1,2438,3139,0.9,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.340271452742477e-05,4.31422484631203e-05,3140.0,0.0003184713375796,0.7,True,0.88175702904913,,1.0725714285714285,0.06768124331919745,1
2021,BKK Rieker.RICOSTA.Weisser,1,2434,3148,1.3,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.36110595853717e-05,4.30504230950689e-05,3151.0,0.0009520787051729,0.9,True,0.9,,1.2246601941747572,0.043095652228570244,1
2022,BKK Rieker.RICOSTA.Weisser,1,2459,3174,2.2,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.287816245046508e-05,4.241572989788981e-05,3172.0,-0.0006305170239596,1.3,True,0.9022315387752112,,1.2747422680412372,0.01560201828285195,1
2024,BKK Rieker.RICOSTA.Weisser,3,2418,3127,2.9,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.215462448311799e-05,4.161855926628821e-05,3124.0,-0.0009603072983354,2.0,True,0.88,,1.7955281690140843,0.007114668841979664,1
2025,BKK Rieker.RICOSTA.Weisser,1,2381,3056,3.8,bkk rieker.ricosta.weisser,BKK Rieker.Ricosta.Weisser,4.082013943715012e-05,4.068311986261055e-05,3104.0,0.0154639175257731,2.9,True,0.8704852966100837,,2.9382978723404256,0.0025381911203007073,1
2017,BKK RWE,1,43881,58994,1.3,bkk rwe,BKK RWE,0.0008164874201813,0.0007870670429972,58947.0,-0.0007973264118615,0.7,True,0.939228686876135,,1.0274342306083823,0.04109909170122668,1
2020,BKK RWE,1,43822,57243,1.4,bkk rwe,BKK RWE,0.0007712339086644,0.0007601110576176,57418.0,0.0030478247239541,1.1,True,0.9904010178798864,,1.0725714285714285,0.035418778760086436,1
2017,BKK Salzgitter,2,45434,59133,1.1,bkk salzgitter,BKK Salzgitter,0.0008243948150759,0.0008182025342764,59083.0,-0.0008462671157524,0.9,True,1.08879233800362,,1.033628920873869,0.04595201974671515,1
2021,BKK Salzgitter,1,45123,57429,1.2,bkk salzgitter,BKK Salzgitter,0.0007923409091755,0.0007957821468443,57993.0,0.009725311675547,0.9,True,1.12,,1.2246601941747572,0.04021099958930595,1
2023,BKK Salzgitter,1,44758,56823,1.6,bkk salzgitter,BKK Salzgitter,0.0007693350848325,0.0007744897630014,57066.0,0.0042582273157396,1.2,True,1.12,,1.4433272837265578,0.025689680066601203,1
2025,BKK Salzgitter,1,44349,55793,2.8,bkk salzgitter,BKK Salzgitter,0.0007536897435863,0.0007618413734135,56186.0,0.0069946249955504,1.6,True,1.118192528350662,,2.9382978723404256,0.0065344326800425125,1
2017,BKK SBH,1,16889,22686,0.7,bkk sbh,BKK SBH,0.0003213531755558,0.0003094460856811,22597.0,-0.0039385759171571,0.5,True,0.7807545939104017,,1.0274342306083823,0.08945649200259075,1
2021,BKK SBH,1,19436,25435,0.98,bkk sbh,BKK SBH,0.0003635309036875,0.0003549549590485,25200.0,-0.0093253968253968,0.7,True,0.78,,1.2246601941747572,0.06629875682101857,1
2024,BKK SBH,1,24349,31667,1.29,bkk sbh,BKK SBH,0.0004404541167823,0.0004320404458578,31241.0,-0.0136359271470183,0.98,True,0.73,,1.6360739436619718,0.0489030335719738,1
2025,BKK SBH,1,25716,33283,2.44,bkk sbh,BKK SBH,0.0004562807614533,0.0004473456834704,32929.0,-0.01075040238088,1.29,True,0.7050468775984908,,2.9382978723404256,0.013634457507486283,1
2018,BKK Scheufelen,1,55901,77819,0.6,bkk scheufelen,BKK Scheufelen,0.0011342051764067,0.0010507708516771,76205.0,-0.0211797126172823,0.4,True,0.6548880225717173,,1.0326379835663764,0.10656650955257894,1
2020,BKK Scheufelen,3,63765,87653,0.9,bkk scheufelen,BKK Scheufelen,0.0011972408375934,0.0011191067516128,86915.0,-0.0084910544785134,0.6,True,0.6784876326378501,,1.0963809523809525,0.0761600362510102,1
2022,BKK Scheufelen,1,63648,86657,1.1,bkk scheufelen,BKK Scheufelen,0.0011958136670893,0.001123999372883,87096.0,0.0050404151740608,0.9,True,0.7095538729607136,,1.2747422680412372,0.06001109914611852,1
2023,BKK Scheufelen,1,64203,86853,1.4,bkk scheufelen,BKK Scheufelen,0.0011771510265615,0.0011119028912281,87068.0,0.0024693343134102,1.1,True,0.69,BKK Scheufelen,1.4433272837265578,0.0437787495006187,1
2024,BKK Scheufelen,1,63618,85535,1.85,bkk scheufelen,BKK Scheufelen,0.0010960630888042,0.0010286614981061,86265.0,0.0084622964122181,1.4,True,0.69,BKK Scheufelen,1.6360739436619718,0.026471069690949936,1
2024,BKK Scheufelen,4,59537,79609,2.75,bkk scheufelen,BKK Scheufelen,0.0010960630888042,0.0010286614981061,80125.0,0.0064399375975039,1.85,True,0.69,BKK Scheufelen,2.0202699530516433,0.009514578283788426,1
2016,BKK Stadt Augsburg,1,13380,16175,1.3,bkk stadt augsburg,BKK Stadt Augsburg,0.0002275622705086,0.0002442117742356,16196.0,0.0012966164485058,0.7,True,1.160177318449396,,0.964970617772008,0.035407080538434645,1
2019,BKK Stadt Augsburg,1,13448,16037,1.5,bkk stadt augsburg,BKK Stadt Augsburg,0.0002212996788791,0.0002375466021386,16042.0,0.0003116818351826,1.1,True,1.160012572982426,,0.9993577981651376,0.02829660005578135,1
2020,BKK Stadt Augsburg,1,13406,15976,2.7,bkk stadt augsburg,BKK Stadt Augsburg,0.0002147574568898,0.0002311204475288,16036.0,0.003741581441756,1.5,True,1.16424489951114,,1.0725714285714285,0.007176592043750323,1
2018,BKK Technoform,1,13078,16786,1.3,bkk technoform,BKK Technoform,0.0002296073555669,0.0002306413683797,16558.0,-0.0137697789588114,0.7,True,0.992399313338102,,1.0326379835663764,0.040080571388004894,1
2020,BKK Technoform,3,12714,16144,1.9,bkk technoform,BKK Technoform,0.000220851720768,0.0002236097822875,16246.0,0.0062784685461036,1.3,True,0.9918775048062878,,1.0963809523809525,0.020421535715489363,1
2025,BKK Technoform,1,11757,14468,2.49,bkk technoform,BKK Technoform,0.000196406202265,0.0002018676675476,14504.0,0.0024820739106453,1.5,True,1.114473186452455,,2.9382978723404256,0.009493020935440964,1
2024,BKK Textilgruppe Hof,1,6173,7653,1.3,bkk textilgruppe hof,BKK Textilgruppe Hof,0.0001017083635683,0.0001050749839185,7696.0,0.005587318087318,0.9,True,1.02,,1.6360739436619718,0.03938847630859411,1
2024,BKK Textilgruppe Hof,3,6148,7641,2.8,bkk textilgruppe hof,BKK Textilgruppe Hof,0.0001017083635683,0.0001050749839185,7667.0,0.0033911569062214,1.3,True,1.02,,1.7955281690140843,0.007161867286290749,1
2016,BKK VDN,1,23309,32372,0.9,bkk vdn,BKK VDN,0.0004597819181735,0.0004308619558763,32268.0,-0.0032230073137473,0.4,True,0.7840139430815565,,0.964970617772008,0.0719011372569282,1
2017,BKK VDN,1,23551,32372,1.3,bkk vdn,BKK VDN,0.0004453707453067,0.0004195097772362,32549.0,0.0054379550831054,0.9,True,0.8127493519707844,,1.0274342306083823,0.04550237925417499,1
2023,BKK VDN,1,23697,30707,1.5,bkk vdn,BKK VDN,0.0004175797656921,0.0004123726793242,30704.0,-9.770713913496613e-05,1.3,True,0.94,,1.4433272837265578,0.03317291709286216,1
2024,BKK VDN,1,23816,30599,1.69,bkk vdn,BKK VDN,0.0004166415787221,0.0004138581484153,30740.0,0.0045868575146389,1.5,True,0.97,,1.6360739436619718,0.026199457796424106,1
2024,BKK VDN,4,24279,30910,3.19,bkk vdn,BKK VDN,0.0004166415787221,0.0004138581484153,30822.0,-0.0028551034975017,1.69,True,0.97,,2.0202699530516433,0.00471065549686202,1
2016,BKK Verbund Plus,1,69433,92893,0.8,bkk verbund plus,BKK Verbund Plus,0.0013293001199867,0.00129192781195,92815.0,-0.0008403814038679,0.6,True,0.8260338799893728,,0.964970617772008,0.07618735089194009,1
2021,BKK Verbund Plus,1,114200,147996,1.1,bkk verbund plus,BKK Verbund Plus,0.0020469150539313,0.0020167399796239,145670.0,-0.0159675979954692,0.5,True,0.78,,1.2246601941747572,0.05594483667282423,1
2023,BKK Verbund Plus,1,113613,147272,1.35,bkk verbund plus,BKK Verbund Plus,0.001956222813624,0.0019287768915222,148034.0,0.0051474661226475,1.1,True,0.82,,1.4433272837265578,0.04120951760727579,1
2024,BKK Verbund Plus,3,109134,141003,1.55,bkk verbund plus,BKK Verbund Plus,0.0018994978362546,0.0018703011448436,141129.0,0.0008928002040686,1.35,True,0.83,,1.7955281690140843,0.03279965292265493,1
2025,BKK Verbund Plus,1,106922,137658,2.85,bkk verbund plus,BKK Verbund Plus,0.0018372227019468,0.0018166008609634,139497.0,0.0131830792060044,1.55,True,0.8468148506018275,,2.9382978723404256,0.007374235797998719,1
2016,BKK Vital,1,9184,12052,1.3,bkk vital,BKK Vital,0.0001682301081904,0.0001671278631614,12094.0,0.0034727964279808,0.9,True,1.159515009595104,,0.964970617772008,0.035473155873877435,1
2017,BKK Vital,1,9142,11858,1.8,bkk vital,BKK Vital,0.0001630795417034,0.0001630291419455,11886.0,0.0023557126030624,1.3,True,1.167251847784138,,1.0274342306083823,0.020075549129568958,1
2024,BKK Voralb HELLER*INDEX*LEUZE,1,10027,13169,1.4,bkk voralb heller*index*leuze,BKK Voralb HELLER*INDEX*LEUZE,0.0001797136611657,0.0001743448547424,13152.0,-0.0012925790754257,0.5,True,0.82,,1.6360739436619718,0.04077297861139417,1
2024,BKK Voralb HELLER*INDEX*LEUZE,4,10223,13330,2.5,bkk voralb heller*index*leuze,BKK Voralb HELLER*INDEX*LEUZE,0.0001797136611657,0.0001743448547424,13309.0,-0.0015778796303253,1.4,True,0.82,,2.0202699530516433,0.011745344161169409,1
2025,BKK Voralb HELLER*INDEX*LEUZE,1,10146,13219,3.9,bkk voralb heller*index*leuze,BKK Voralb HELLER*INDEX*LEUZE,0.0001779941998325,0.0001742358918123,13330.0,0.0083270817704426,2.5,True,0.8034570206111499,,2.9382978723404256,0.0023720215546943813,1
2016,BKK Wirtschaft und Finanzen,1,17035,23833,1.1,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.0003450551942238,0.0003184075520517,23599.0,-0.0099156743929827,0.9,True,0.6392031445940235,,0.964970617772008,0.06445131052302684,1
2019,BKK Wirtschaft und Finanzen,1,19398,27376,1.39,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.0003755689660019,0.0003404993808631,27137.0,-0.0088071636511036,1.1,True,0.6689120263093478,,0.9993577981651376,0.04585881575567362,1
2023,BKK Wirtschaft und Finanzen,1,22447,31478,1.69,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.000438571987213,0.0003992422156078,30900.0,-0.0187055016181229,1.39,True,0.71,,1.4433272837265578,0.031809168909769855,1
2024,BKK Wirtschaft und Finanzen,1,23596,33000,1.99,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.0004483340834479,0.0004022622427561,32648.0,-0.0107816711590296,1.69,True,0.72,,1.6360739436619718,0.02249940800982331,1
2024,BKK Wirtschaft und Finanzen,4,23798,33299,2.99,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.0004483340834479,0.0004022622427561,33115.0,-0.00555639438321,1.99,True,0.72,,2.0202699530516433,0.007173619616698353,1
2025,BKK Wirtschaft und Finanzen,1,22438,31433,3.99,bkk wirtschaft und finanzen,BKK Wirtschaft und Finanzen,0.0004129438850983,0.0003767812115794,33299.0,0.0560377188504159,2.99,True,0.7236967742521193,,2.9382978723404256,0.0022568534965070977,1
2022,BKK Würth,1,13573,18206,0.9,bkk würth,BKK Würth,0.0002525351380059,0.0002409730552765,18190.0,-0.0008796041781198,0.2,True,0.7071896748970845,,1.2747422680412372,0.07628630831916668,1
2023,BKK Würth,1,13840,18492,0.98,bkk würth,BKK Würth,0.0002553511183705,0.0002441851058716,18500.0,0.0004324324324324,0.9,True,0.7,,1.4433272837265578,0.07036030483697826,1
2024,BKK Würth,1,14272,18969,1.29,bkk würth,BKK Würth,0.0002598175846754,0.0002493739450411,18893.0,-0.0040226538929762,0.98,True,0.7,,1.6360739436619718,0.05019072189131625,1
2025,BKK Würth,1,14648,19364,2.39,bkk würth,BKK Würth,0.0002640714694335,0.0002525775996016,19324.0,-0.0020699648105982,1.29,True,0.7078326024391381,,2.9382978723404256,0.01447256839907249,1
2016,BKK ZF & Partner,1,67989,92642,0.7,bkk zf & partner,BKK ZF & Partner,0.0013685208809482,0.0013052717187758,92021.0,-0.0067484595907455,0.5,True,0.9014188364762372,,0.964970617772008,0.08038441336461695,1
2017,BKK ZF & Partner,1,73447,99308,0.9500000000000002,bkk zf & partner,BKK ZF & Partner,0.0014028081780166,0.0013403207726515,98906.0,-0.0040644652498331,0.7,True,0.9020278803635232,,1.0274342306083823,0.06124847939733528,1
2018,BKK ZF & Partner,1,75503,101462,1.2,bkk zf & partner,BKK ZF & Partner,0.0014081484968712,0.0013492929936744,101052.0,-0.004057317024898,0.9500000000000002,True,0.902566990891408,,1.0326379835663764,0.04651319964224114,1
2020,BKK ZF & Partner,1,77338,102941,1.5,bkk zf & partner,BKK ZF & Partner,0.0014147496551506,0.0013645256721713,102784.0,-0.0015274750933997,1.1,True,0.908073866356084,,1.0725714285714285,0.03315753667304371,1
2021,BKK ZF & Partner,1,77480,102581,1.8,bkk zf & partner,BKK ZF & Partner,0.001393010386548,0.0013485439518787,102827.0,0.0023923677633306,1.5,True,0.92,,1.2246601941747572,0.023442351668082544,1
2024,BKK ZF & Partner,1,76809,100340,1.69,bkk zf & partner,BKK ZF & Partner,0.001344706895039,0.0013113495711635,100200.0,-0.0013972055888223,1.45,True,0.95,,1.6360739436619718,0.025977464553500498,1
2024,BKK ZF & Partner,3,76295,99763,2.1,bkk zf & partner,BKK ZF & Partner,0.001344706895039,0.0013113495711635,99981.0,0.0021804142787129,1.69,True,0.95,,1.7955281690140843,0.016316888569721234,1
2025,BKK ZF & Partner,1,75427,98076,3.4,bkk zf & partner,BKK ZF & Partner,0.0013174189688723,0.0012845214146972,98619.0,0.0055060383901682,2.1,True,0.949161344697608,,2.9382978723404256,0.003669581901335388,1
2016,BKK24,1,97358,129710,1.1,bkk24,BKK24,0.0018331295354473,0.0017906060614203,129879.0,0.00130121112728,0.9,True,0.8901227955335207,,0.964970617772008,0.0519077842488905,1
2021,BKK24,4,107565,137537,2.5,bkk24,BKK24,0.0018462656833169,0.0018410738536857,136866.0,-0.0049026054681221,1.0,True,0.95,,1.2483333333333333,0.010198178328649108,1
2023,BKK24,1,93902,118843,1.79,bkk24,BKK24,0.0016012942516956,0.0016171748988223,119200.0,0.002994966442953,1.49,True,1.0,,1.4433272837265578,0.022202886599212403,1
2024,BKK24,1,92780,116600,1.89,bkk24,BKK24,0.001555660405655,0.0015698129434435,117612.0,0.0086045641601197,1.79,True,1.03,,1.6360739436619718,0.019389655224798276,1
2024,BKK24,3,91954,115687,2.55,bkk24,BKK24,0.001555660405655,0.0015698129434435,115666.0,-0.0001815572424048,1.89,True,1.03,,1.7955281690140843,0.009126971295653081,1
2024,BKK24,4,90830,113596,3.25,bkk24,BKK24,0.001555660405655,0.0015698129434435,115687.0,0.0180746324133221,2.55,True,1.03,,2.0202699530516433,0.004077070340968955,1
2016,BMW BKK,1,117162,167154,0.9,bmw bkk,BMW BKK,0.0024063256440083,0.0021923856121463,165697.0,-0.0087931585967156,0.6,True,0.7642362390351608,,0.964970617772008,0.06985242021794281,1
2024,BMW BKK,1,161953,222138,0.9,bmw bkk,BMW BKK,0.0030854850745766,0.0028622158789649,219826.0,-0.0105174092236587,0.3,True,0.8,BMW BKK,1.6360739436619718,0.06690477094025342,1
2024,BMW BKK,3,166481,228909,1.3,bmw bkk,BMW BKK,0.0030854850745766,0.0028622158789649,225612.0,-0.0146135843838093,0.9,True,0.8,BMW BKK,1.7955281690140843,0.043081080161617144,1
2025,BMW BKK,1,169633,232118,2.9,bmw bkk,BMW BKK,0.0031685938566332,0.0029309850845067,230828.0,-0.0055885767757811,1.3,True,0.7891496477447284,,2.9382978723404256,0.0070499301452426255,1
2016,Bosch BKK,1,154985,212952,0.9,bosch bkk,Bosch BKK,0.0030493965231776,0.0028846601865364,212348.0,-0.0028443875148341,0.6,True,0.8686206520365717,,0.964970617772008,0.06384119322997417,1
2021,Bosch BKK,1,171182,227858,1.2,bosch bkk,Bosch BKK,0.0031434884746154,0.0030227798301139,228234.0,0.0016474320215217,0.9,True,0.89,,1.2246601941747572,0.04500743275762497,1
2023,Bosch BKK,1,174362,229867,1.5,bosch bkk,Bosch BKK,0.00313043113213,0.0030333447147455,229747.0,-0.0005223136754778,1.2,True,0.88,Bosch BKK,1.4433272837265578,0.03244403596720148,1
2025,Bosch BKK,1,176927,230947,2.68,bosch bkk,Bosch BKK,0.0031242953779418,0.0030435574430224,231357.0,0.0017721529929935,1.5,True,0.8754571534808744,,2.9382978723404256,0.008498571512872938,1
2018,Brandenburgische BKK,1,10434,12195,1.5,brandenburgische bkk,Brandenburgische BKK,0.0001703587622761,0.0001866231192761,12166.0,-0.0023836922571099,1.3,True,1.146165409333927,,1.0326379835663764,0.028628119339889402,1
2019,Brandenburgische BKK,3,10534,12430,2.5,brandenburgische bkk,Brandenburgische BKK,0.0001711235104207,0.0001860083102294,12406.0,-0.0019345477994518,1.5,True,1.170293838394654,,1.0157798165137617,0.009000597216023695,1
2016,Continentale Betriebskrankenkasse,1,65722,86991,1.1,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012443806098372,0.0012202911395526,86467.0,-0.0060601154197555,0.9,True,0.8391126460516318,,0.964970617772008,0.05464486547986864,1
2017,Continentale Betriebskrankenkasse,1,67879,89367,1.3,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.001251002960836,0.0012266555205089,88931.0,-0.0049026773566023,1.1,True,0.8441756237129985,,1.0274342306083823,0.04364055206387321,1
2020,Continentale Betriebskrankenkasse,1,69801,90386,1.3,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012473568721491,0.0012358041535651,90297.0,-0.0009856362891347,1.1,True,0.8704242150628113,,1.0725714285714285,0.04278677458625277,1
2021,Continentale Betriebskrankenkasse,1,70174,90444,1.4,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012423514991153,0.0012354310755113,90655.0,0.0023275053775301,1.3,True,0.89,,1.2246601941747572,0.0377308679326509,1
2023,Continentale Betriebskrankenkasse,1,72363,92350,1.4,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012604689910473,0.0012631367697637,92105.0,-0.0026600076000217,1.25,True,0.9,,1.4433272837265578,0.03743464207011741,1
2024,Continentale Betriebskrankenkasse,1,73384,93060,1.6,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012637655576809,0.0012688840425409,93121.0,0.0006550616939251,1.4,True,0.91,,1.6360739436619718,0.029691902684686026,1
2024,Continentale Betriebskrankenkasse,3,73761,93679,2.2,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012637655576809,0.0012688840425409,93455.0,-0.0023968755015783,1.6,True,0.91,,1.7955281690140843,0.015039236106481219,1
2025,Continentale Betriebskrankenkasse,1,73742,93007,3.329999999999999,continentale betriebskrankenkasse,Continentale Betriebskrankenkasse,0.0012520456553202,0.0012584093899235,93519.0,0.0054748232979394,2.2,True,0.9126468900091952,,2.9382978723404256,0.0040983215541136745,1
2016,DAK Gesundheit,1,4935679,6129575,1.5,dak gesundheit,DAK Gesundheit,0.0840869404731169,0.0879273708334039,6153885.0,0.0039503500634152,0.9,True,1.123848256780286,,0.964970617772008,0.003543769587504899,1
